Student_ID,Age,Gender,Department,Study_Hours,Attendance,Assignments,Exam_Score,Result,Grade,Placement,LPA
ST010,18.0,Male,Computer Science,15.0,79.0,25.0,86.0,PASS,A+,Placed,8.13
ST104,18.0,Female,,6.0,65.0,17.0,69.0,Pass,B,Placed,4.57
ST105,20.0,Male,Computer Science,7.0,86.0,16.0,76.0,Pass,A,Placed,5.61
ST106,18.0,Female,Mechanical,6.0,88.0,18.0,80.0,Pass,A+,Placed,9.29
ST107,99.0,Male,Computer Science,6.0,77.0,15.0,73.0,Pass,A,Placed,6.16
ST108,19.0,Male,Mechanical,7.0,98.0,16.0,82.0,Pass,A+,Not Placed,0.0
ST109,18.0,Female,Computer Science,4.0,70.0,10.0,46.0,Pass,D,Not Placed,0.0
ST110,,,Electronics,5.0,67.0,12.0,54.0,Pass,C,Not Placed,0.0
ST111,18.0,Male,Electronics,3.0,84.0,9.0,44.0,Pass,D,Not Placed,0.0
ST112,18.0,,Information Technology,10.0,92.0,,93.0,Pass,A+,Placed,19.74
ST113,20.0,Female,Information Technology,8.0,99.0,18.0,84.0,Pass,A+,Placed,8.48
ST114,19.0,Male,Information Technology,,77.0,7.0,33.0,Fail,F,Not Placed,0.0
ST115,19.0,Female,Computer Science,6.0,93.0,15.0,69.0,Pass,B,Placed,5.15
ST116,19.0,Male,Mechanical,8.0,82.0,20.0,96.0,Pass,A+,Placed,27.18
ST117,19.0,Male,Mechanical,3.0,80.0,12.0,58.0,Pass,C,Not Placed,0.0
ST118,18.0,Male,Mechanical,5.0,91.0,10.0,56.0,Pass,C,Placed,4.96
ST119,19.0,Female,Computer Science,8.0,89.0,13.0,70.0,Pass,A,Placed,6.22
ST120,18.0,Female, Electronics,1.0,66.0,8.0,32.0,Fail,F,Not Placed,0.0
ST121,-2.0,Female,Mechanical,,,12.0,58.0,Pass,C,Placed,4.66
ST122,19.0,Female,Computer Science,-5.0,96.0,11.0,50.0,Pass ,C,Not Placed,0.0
ST123,18.0,Male,Computer Science,8.0,-10.0,15.0,68.0,Pass,B,Placed,5.53
ST124,17.0,Male,Electronics,9.0,86.0,16.0,80.0,Pass,A+,Placed,8.72
ST125,18.0,Male,information technology,8.0,,19.0,89.0,Pass,A+,Placed,9.87
ST126,18.0,Male,Mechanical,5.0,,15.0,65.0,Pass,B,Not Placed,0.0
ST127,19.0,Male,Computer Science,7.0,76.0,,66.0,Pass,B,Placed,4.4
ST128,19.0,Female, Electronics,7.0,75.0,11.0,,Pass,B,Placed,4.22
ST129,17.0,Male,Computer Science,4.0,82.0,10.0,,Pass,D,Not Placed,0.0
ST130,18.0,Male,Computer Science,7.0,94.0,17.0,81.0,Pass,A+,Placed,9.56
ST131,18.0,Male ,Computer Science,1.0,87.0,4.0,19.0,Fail,F,Not Placed,0.0
ST132,18.0,Female,Mechanical,6.0,78.0,15.0,69.0,Pass,B,Placed,4.88
ST133,17.0,,Electronics,4.0,90.0,11.0,57.0,Pass,C,Placed,4.69
ST134,18.0,Male,Information Technology,3.0,60.0,11.0,40.0,Pass,D,Placed,3.34
ST135,20.0,male,Information Technology,2.0,93.0,8.0,44.0,Pass,D,Not Placed,0.0
ST136,18.0,Female,Mechanical ,6.0,65.0,13.0,55.0,Pass,C,Not Placed,0.0
ST137,18.0,Male,Information Technology,4.0,78.0,14.0,58.0,Pass,C,Not Placed,0.0
ST138,19.0,,Mechanical,6.0,71.0,14.0,65.0,Pass,B,Not Placed,0.0
ST139,18.0,Female,,2.0,69.0,8.0,34.0,Fail,F,Not Placed,0.0
ST140,20.0,Male,Information Technology,4.0,,10.0,54.0,Pass,C,Not Placed,0.0
ST141,20.0,Male,Information Technology,5.0,77.0,,58.0,Pass,C,Placed,3.12
ST142,18.0,Female,Computer Science ,7.0,85.0,14.0,69.0,Pass,B,Not Placed,0.0
ST143,18.0,Male,Electronics,4.0,82.0,11.0,57.0,Pass,C,Not Placed,0.0
ST144,18.0,MALE,Information Technology,6.0,87.0,50.0,86.0,Pass,A+,Placed,9.65
ST145,18.0,Female,Computer Science,8.0,83.0,15.0,71.0,Pass,A,Placed,6.34
ST146,17.0,Female,mechanical,6.0,69.0,11.0,50.0,Pass,C,Placed,4.02
ST147,19.0,Female,Information Technology,,92.0,14.0,60.0,Pass,B,Placed,5.25
ST148,18.0,Female,Information Technology,1.0,77.0,6.0,28.0,Fail,F,Not Placed,0.0
ST149,17.0,Male,Mechanical,8.0,66.0,,72.0,Pass,A,Placed,7.78
ST150,18.0,Male,Electronics,1.0,78.0,9.0,36.0,Fail,F,Not Placed,0.0
ST151,20.0,Female,Computer Science,8.0,97.0,17.0,89.0,Pass,A+,Placed,7.06
ST152,18.0,Male,Mechanical,5.0,91.0,,75.0,Pass,A,Placed,6.43
ST153,,Male,Electronics,8.0,79.0,19.0,85.0,Pass,A+,Placed,9.06
ST154,18.0,Female,Computer Science,7.0,79.0,15.0,71.0,Pass,A,Not Placed,0.0
ST010,20.0,Male,Computer Science,10.0,79.0,20.0,97.0,Pass,A+,Placed,24.18
ST156,18.0,Male,ELECTRONICS,,100.0,10.0,,Pass,C,Placed,4.39
ST157,19.0,Male,Electronics,7.0,86.0,18.0,82.0,Pass,A+,Placed,7.4
ST158,19.0,Male,Information Technology,5.0,86.0,14.0,66.0,Pass,B,Placed,4.6
ST159,18.0,Male,Mechanical,5.0,92.0,-5.0,72.0,Pass,A,Placed,6.08
ST160,19.0, Male,Electronics,6.0,,18.0,86.0,Pass,A+,Not Placed,0.0
ST161,18.0,Male,Computer Science,8.0,79.0,18.0,87.0,Pass,A+,Placed,9.41
ST162,19.0,Female,COMPUTER SCIENCE,10.0,80.0,19.0,94.0,Pass,A+,Placed,14.85
ST163,19.0, female ,Computer Science,7.0,81.0,17.0,83.0,Pass,A+,Placed,7.63
ST164,18.0,Male,Electronics,5.0,82.0,12.0,62.0,Pass,B,Not Placed,0.0
ST165,17.0,,Computer Science,5.0,89.0,17.0,72.0,Pass,A,Not Placed,0.0
ST166,19.0,Male,Information Technology,6.0,83.0,15.0,66.0,Pass,B,Not Placed,0.0
ST167,18.0,Male,Electronics,4.0,89.0,11.0,57.0,Pass,C,Placed,4.91
ST168,18.0,Female,Mechanical,3.0,81.0,10.0,48.0,Pass,D,Not Placed,0.0
ST169,17.0,Male,Computer Science,4.0,83.0,9.0,42.0,Pass,D,Placed,2.01
ST170,19.0,Female,Mechanical,4.0,62.0,9.0,42.0,Pass,D, Not Placed,0.0
ST171,19.0,Male,Computer Science,4.0,91.0,14.0,60.0,Pass,B,Placed,6.0
ST172,17.0,Female,Mechanical,4.0,85.0,10.0,53.0,Pass,C,Not Placed,0.0
ST173,18.0,Male,COMPUTER SCIENCE,1.0,92.0,5.0,26.0,Fail,F,Not Placed,0.0
ST174,18.0,Female,Information Technology,0.0,60.0,6.0,18.0,Fail,F,Not Placed,0.0
ST175,19.0,Male,Electronics,10.0,100.0,20.0,100.0,Pass,A+,Placed,23.21
ST176,,Female, Computer Science,5.0,81.0,14.0,65.0,Pass,B,Placed,5.66
ST177,19.0,Male,Computer Science,4.0,93.0,-3.0,60.0,Pass,B,Placed,4.59
ST178,18.0,Male,electronics,6.0,72.0,13.0,62.0,Pass,B,Placed,4.03
ST179,20.0,Female,Electronics,3.0,88.0,7.0,40.0,Pass,D,Not Placed,0.0
ST180,17.0,Male,Electronics,8.0,71.0,,94.0,pass,A+,Placed,24.5
ST181,18.0,Female,Electronics,7.0,76.0,16.0,70.0,Pass,A,Placed,7.5
ST182,17.0,Female,Information Technology,2.0,100.0,8.0,47.0,Pass,D,Not Placed,0.0
ST183,,Male,Computer Science,5.0,80.0,16.0,68.0,Pass,B,Placed,5.48
ST184,19.0,Female,Computer Science ,8.0,84.0,19.0,88.0,Pass,A+,Placed,7.43
ST185,18.0,Male,Computer Science,8.0,91.0,19.0,87.0,Pass,A+,Placed,9.26
ST186,19.0,FEMALE,Mechanical,5.0,87.0,17.0,81.0,Pass,A+,Not Placed,0.0
ST187,19.0,Male,Information Technology,6.0,84.0,13.0,66.0,Pass,B,Not Placed,0.0
ST188,19.0,Male,Information Technology,3.0,86.0,12.0,58.0,Pass,C,Not Placed,0.0
ST189,18.0,,Information Technology,10.0,100.0,20.0,100.0,Pass,A+,Placed,25.15
ST190,18.0,Female,Mechanical ,4.0,81.0,12.0,57.0,Pass,C,Not Placed,0.0
ST191,17.0,Male,Computer Science,8.0,84.0,20.0,95.0,Pass,A+,Placed,22.83
ST192,19.0,female,INFORMATION TECHNOLOGY,6.0,93.0,16.0,74.0,Pass,A,Placed,7.3
ST193,20.0,Male,,6.0,93.0,16.0,75.0,Pass,A,Not Placed,0.0
ST194,19.0,Male,Electronics,5.0,94.0,15.0,70.0,Pass,A,Placed,7.54
ST195,18.0,Male,,4.0,88.0,11.0,56.0,Pass,C,Not Placed,0.0
ST196,18.0,Male,,3.0,71.0,8.0,38.0,Fail,F,Not Placed,0.0
ST197,,Male,Mechanical,3.0,98.0,8.0,46.0,Pass,D,Not Placed,0.0
ST198,19.0,Male,Information Technology,3.0,71.0,6.0,32.0,Fail,F,Not Placed,0.0
ST199,19.0,,Electronics,7.0,85.0,20.0,86.0,Pass,A+,Placed,8.84
ST200,19.0,Female,Mechanical,12.0,,9.0,47.0,Pass,D,Not Placed,0.0
ST201,19.0,Female,Electronics,2.0,81.0,8.0,35.0,Fail,F,Not Placed,0.0
ST202,17.0,Male,Computer Science,9.0,85.0,19.0,91.0,Pass,A+,Placed,10.86
ST203,18.0,MALE,Information Technology,8.0,85.0,18.0,81.0,Pass,A+,Placed,8.46
ST204,,FEMALE,ELECTRONICS,8.0,86.0,19.0,90.0,Pass,A+,Placed,10.63
ST205,19.0,Female,Information Technology,10.0,98.0,20.0,96.0,Pass,A+,Placed,17.56
ST206,17.0,Male,Electronics,3.0,87.0,9.0,41.0,Pass,D,Not Placed,0.0
ST207,17.0,Female,Mechanical,5.0,80.0,30.0,66.0,Pass,B,Placed,4.81
ST208,19.0,Female,Mechanical,,92.0,17.0,78.0,Pass,A,Placed,5.2
ST209,17.0,Female,Information Technology,6.0,94.0,14.0,74.0,Pass ,A,placed,6.05
ST210,18.0,Female,Computer Science,3.0,70.0,13.0,56.0,Pass,C,Placed,3.22
ST211,18.0,Female,Mechanical,,88.0,17.0,80.0,Pass,A+,Placed,9.42
ST212,19.0,Male,Mechanical,3.0,89.0,11.0,,Pass,D,Not Placed,0.0
ST213,19.0,Female,Computer Science,3.0,,11.0,44.0,Pass,D,Not Placed,0.0
ST214,18.0,Female,Mechanical,5.0,96.0,15.0,72.0,Pass,A,Placed,7.84
ST215,19.0,Male,Mechanical,6.0,80.0,15.0,72.0,Pass,A,Placed,5.22
ST216,18.0,Male,Information Technology,5.0,83.0,10.0,,Pass,C,Not Placed,0.0
ST217,18.0,Male,Information Technology,2.0,80.0,9.0,46.0,Pass,D,Not Placed,0.0
ST218,19.0, Female,Information Technology,8.0,82.0,16.0,76.0,Pass,A,Placed,7.87
ST219,,Female,,4.0,,10.0,44.0,PASS,D,Not Placed,0.0
ST220,19.0,Male,Computer Science,3.0,68.0,11.0,46.0,Pass,D,Not Placed,0.0
ST221,19.0,Male,Mechanical,8.0,98.0,20.0,96.0,Pass,A+,Placed,19.97
ST222,19.0,Male,Computer Science,9.0,74.0,19.0,85.0,Pass,A+,Placed,7.9
ST223,-5.0,Female,Computer Science,7.0,72.0,,80.0,Pass,A+,Placed,7.23
ST224,18.0,Female,Information Technology,7.0,60.0,20.0,89.0,Pass,A+,Placed,8.5
ST225,18.0,Female,Information Technology,6.0,76.0,15.0,70.0,Pass,A,Not Placed,0.0
ST226,18.0,Male,Mechanical,5.0,69.0,18.0,70.0,Pass,A,not placed,0.0
ST227,,Male,Computer Science,2.0,98.0,9.0,46.0,Pass,D,Not Placed,0.0
ST228,18.0,Male,Computer Science ,5.0,,9.0,48.0,Pass,D, Not Placed,0.0
ST229,19.0,Male,ELECTRONICS,20.0,75.0,13.0,56.0,Pass,C,Not Placed,0.0
ST230,19.0,Female,Information Technology,4.0,100.0,12.0,56.0,Pass,C,Not Placed ,0.0
ST231,19.0,Female,Computer Science,6.0,92.0,17.0,,Pass,A,Placed,7.38
ST232,18.0,Female,Information Technology,5.0,79.0,14.0,64.0,Pass,B,Not Placed,0.0
ST233,19.0,Female,COMPUTER SCIENCE,,60.0,8.0,36.0,Fail,F,Not Placed,0.0
ST234,,Male,Computer Science,3.0,100.0,7.0,46.0,Pass,D,Not Placed,0.0
ST235,18.0,Female,Information Technology,6.0,68.0,14.0,64.0,Pass,B,Not Placed ,0.0
ST236,19.0,Female,Information Technology,2.0,66.0,6.0,32.0,fail,F,Not Placed,0.0
ST237,18.0,Female,Mechanical,7.0,92.0,15.0,74.0,Pass,A,Placed,7.12
ST238,,Male,,5.0,100.0,14.0,72.0,Pass,A,Placed,5.15
ST239,19.0,Male,,5.0,96.0,16.0,72.0,Pass,A,Placed,5.22
ST240,18.0,Male,Electronics,6.0,88.0,15.0,66.0,Pass,B,Placed,4.81
ST241,20.0, Female,Computer Science,,88.0,14.0,68.0,Pass,B,Not Placed,0.0
ST242,20.0,Female,Electronics,4.0,91.0,12.0,61.0,Pass,B,Placed,4.59
ST243,20.0,Male,Computer Science,6.0,90.0,17.0,77.0,Pass,A,Placed,5.7
ST244,18.0,female,,5.0,85.0,12.0,54.0,PASS,C,Placed,3.56
ST245,17.0,,Computer Science,4.0,83.0,11.0,56.0,Pass,C,Not Placed,0.0
ST246,20.0,Male,Information Technology,8.0,81.0,18.0,83.0,Pass,A+,Placed,9.41
ST247,18.0,Male,Computer Science,7.0,74.0,15.0,67.0,Pass,B,Placed,5.86
ST248,20.0,Female,Mechanical,6.0,79.0,16.0,76.0,Pass,A,Placed,6.22
ST249,20.0,,Information Technology,7.0,65.0,16.0,69.0,Pass,B,Placed,5.81
ST250,19.0,Female,INFORMATION TECHNOLOGY,7.0,81.0,17.0,79.0,Pass,A,Placed,5.96
ST251,18.0,Male,Computer Science,6.0,72.0,13.0,56.0,Pass,C,Not Placed,0.0
ST252,18.0,Female,Electronics,7.0,71.0,15.0,69.0,Pass,B,NOT PLACED,0.0
ST253,19.0,Male,Computer Science,6.0,84.0,16.0,-5.0,Pass,A,Placed,6.43
ST254,18.0,Male,Mechanical,6.0,96.0,14.0,73.0,Pass,A,Placed,5.68
ST255,18.0,Female,Computer Science,6.0,91.0,18.0,88.0,Pass,A+,Not Placed,0.0
ST010,19.0,Male,Computer Science,7.0,66.0,15.0,,Pass,B,Placed,5.28
ST257,20.0,Male, Computer Science,3.0,72.0,10.0,47.0,Pass,D,Not Placed,0.0
ST258,19.0,Male,Information Technology,8.0,91.0,20.0,93.0,Pass,A+,Placed,29.56
ST259,19.0,,Information Technology,8.0,72.0,15.0,74.0,Pass,A,Placed,6.81
ST260,17.0,Female,Computer Science,1.0,80.0,3.0,14.0,Fail,F,Not Placed,0.0
ST261,19.0,Female,Electronics,7.0,88.0,13.0,66.0,Pass,B,placed,4.72
ST262,20.0,Male,Information Technology,3.0,72.0,12.0,48.0, Pass,D,Not Placed,0.0
ST263,17.0,male,Information Technology,4.0,83.0,10.0,53.0,Pass,C,Not Placed,0.0
ST264,18.0,Male,Information Technology,6.0,69.0,20.0,83.0,Pass,A+,Placed,8.94
ST265,19.0,Male,,3.0,,9.0,,Pass,D,Placed,2.18
ST266,19.0,male,Information Technology,7.0,,,84.0,Pass,A+,Placed,9.67
ST267,,Male,Computer Science,7.0,66.0,19.0,77.0,pass,A,Placed,6.51
ST268,19.0,Male,Computer Science,5.0,86.0,17.0,75.0,Pass,A,Placed,6.35
ST269,18.0,Female,Mechanical,0.0,82.0,9.0,34.0,Fail,F,Not Placed,0.0
ST270,200.0,Male,Mechanical,4.0,88.0,14.0,,Pass,B,Placed,5.17
ST271,19.0,Male,Information Technology,,84.0,17.0,74.0,Pass,A,Not Placed,0.0
ST272,19.0,,Computer Science,10.0,96.0,20.0,100.0,Pass,A+,Placed,22.12
ST273,19.0,Male,Electronics,6.0,83.0,16.0,71.0,Pass,A,Placed,5.22
ST274,20.0,female,,4.0,78.0,10.0,44.0, Pass,D,Not Placed,0.0
ST275,18.0,Female,Computer Science,6.0,83.0,13.0,,Pass,B,Placed,5.37
ST276,18.0,Female,Computer Science,5.0,87.0,13.0,67.0,Pass,B,Not Placed,0.0
ST277,19.0,Male,Electronics,7.0,82.0,16.0,78.0,Pass,A,Placed,5.73
ST278,19.0,Female,Electronics,2.0,82.0,7.0,35.0,Fail,F,Not Placed,0.0
ST279,19.0,Male,Computer Science,,75.0,18.0,81.0,Pass,A+,Placed,9.14
ST280,19.0,Male, Computer Science,,75.0,15.0,61.0,Pass,B,Not Placed,0.0
ST281,19.0, male ,Computer Science,9.0,68.0,20.0,89.0,Pass,A+,Placed,9.47
ST282,18.0,Female,ELECTRONICS,4.0,99.0,,72.0,Pass,A,Not Placed,0.0
ST283,18.0,male,Computer Science,6.0,70.0,12.0,62.0,Pass,B,Placed,5.61
ST284,17.0,Male,Computer Science,8.0,75.0,17.0,76.0,Pass,A,Not Placed,0.0
ST285,19.0,Female,Electronics,2.0,,7.0,,Fail,F,Not Placed,0.0
ST286,17.0,Male,Computer Science,8.0,91.0,14.0,71.0, Pass,A,Placed,6.66
ST287,18.0,Male,Electronics,6.0,79.0,14.0,62.0,Pass,B,Placed,5.04
ST288,18.0,Male,Computer Science,2.0,94.0,8.0,36.0,Fail,F,Not Placed,0.0
ST289,18.0,Male,Computer Science,4.0,75.0,14.0,58.0,PASS,C,Not Placed,0.0
ST290,19.0,Male,Computer Science,6.0,85.0,16.0,76.0,Pass,A,Placed,5.43
ST291,17.0,Male,Electronics,2.0,74.0,6.0,30.0,Fail,F,Not Placed,0.0
ST292,17.0,Female,Mechanical,5.0,100.0,17.0,80.0,Pass,A+,Placed,9.33
ST293,19.0,Male,Mechanical,4.0,70.0,,60.0,Pass,B,Not Placed,0.0
