Student_ID,Age,Gender,Department,Study_Hours,Attendance,Assignments,Exam_Score,Result,Grade,Placement,LPA
ST028,18,Female,Computer Science,3,92,6,37,Fail,F,Not Placed,0.0
ST029,19,Female,Electronics,10,88,20,97,Pass,A+,Not Placed,0.0
ST030,17,Female,Computer Science,5,78,13,65,Pass,B,Not Placed,0.0
ST031,19,Male,Electronics,4,68,10,42,Pass,D,Not Placed,0.0
ST032,18,Male,Information Technology,6,85,17,83,Pass,A+,Placed,9.41
ST033,17,Female,Electronics,4,67,9,43,Pass,D,Not Placed,0.0
ST034,20,Male,Computer Science,7,95,16,78,Pass,A,Placed,7.6
ST035,20,Male,Electronics,5,80,14,68,Pass,B,Placed,5.17
ST036,19,Male,Computer Science,6,94,17,79,Pass,A,Placed,6.1
ST037,18,Male,Electronics,2,77,8,37,Fail,F,Not Placed,0.0
ST038,17,Female,Mechanical,7,85,18,83,Pass,A+,Placed,8.96
ST039,19,Male,Computer Science,6,84,16,77,Pass,A,Placed,5.92
ST040,18,Male,Mechanical,3,82,10,48,Pass,D,Not Placed,0.0
ST041,17,Male,Information Technology,3,78,8,36,Fail,F,Not Placed,0.0
ST042,18,Female,Computer Science,4,86,9,51,Pass,C,Not Placed,0.0
ST043,17,Male,Information Technology,9,73,20,96,Pass,A+,Placed,14.01
ST044,20,Male,Computer Science,4,70,10,44,Pass,D,Not Placed,0.0
ST045,18,Female,Electronics,5,94,15,74,Pass,A,Placed,6.46
ST046,19,Female,Electronics,1,89,8,42,Pass,D,Placed,2.32
ST047,18,Male,Computer Science,5,83,13,65,Pass,B,Placed,4.97
ST048,18,Male,Information Technology,5,99,11,54,Pass,C,Placed,4.91
ST049,18,Male,Mechanical,9,79,20,88,Pass,A+,Placed,9.52
ST050,18,Male,Mechanical,5,95,11,62,Pass,B,Not Placed,0.0
ST051,20,Male,Information Technology,7,84,15,74,Pass,A,Placed,7.82
ST052,19,Male,Mechanical,5,72,11,54,Pass,C,Not Placed,0.0
ST053,20,Male,Information Technology,1,100,6,29,Fail,F,Not Placed,0.0
ST054,19,Male,Information Technology,4,92,14,67,Pass,B,Not Placed,0.0
ST055,19,Female,Mechanical,5,81,13,60,Pass,B,Placed,5.61
ST056,20,Female,Information Technology,9,89,19,88,Pass,A+,Placed,8.06
ST057,17,Female,Information Technology,7,78,13,65,Pass,B,Placed,5.62
ST058,18,Male,Information Technology,3,90,11,53,Pass,C,Placed,4.85
ST059,17,Male,Mechanical,3,60,8,31,Fail,F,Not Placed,0.0
ST060,18,Female,Mechanical,3,72,10,39,Fail,F,Not Placed,0.0
ST061,18,Male,Information Technology,8,92,17,88,Pass,A+,Placed,9.84
ST062,18,Male,Computer Science,7,80,18,80,Pass,A+,Placed,9.05
ST063,19,Male,Information Technology,7,84,16,72,Pass,A,Placed,5.63
ST064,18,Female,Information Technology,5,69,13,56,Pass,C,Not Placed,0.0
ST065,18,Female,Computer Science,5,100,14,71,Pass,A,Placed,5.12
ST066,18,Male,Electronics,5,94,17,74,Pass,A,Not Placed,0.0
ST067,17,Male,Information Technology,4,80,13,54,Pass,C,Not Placed,0.0
ST068,19,Female,Computer Science,5,78,13,65,Pass,B,Placed,4.29
ST069,17,Male,Computer Science,1,92,7,32,Fail,F,Not Placed,0.0
ST070,20,Female,Computer Science,3,100,9,52,Pass,C,Not Placed,0.0
ST071,19,Female,Mechanical,8,92,16,81,Pass,A+,Placed,9.9
ST072,18,Female,Computer Science,7,100,15,76,Pass,A,Placed,6.39
ST073,17,Male,Computer Science,5,73,11,52,Pass,C,Not Placed,0.0
ST074,19,Male,Information Technology,5,74,14,64,Pass,B,Placed,5.71
ST075,19,Male,Computer Science,4,70,9,44,Pass,D,Placed,2.7
ST076,19,Female,Computer Science,6,86,17,75,Pass,A,Placed,6.98
ST077,19,Female,Computer Science,7,84,18,80,Pass,A+,Placed,7.07
ST078,17,Male,Information Technology,7,80,16,79,Pass,A,Placed,5.75
ST079,18,Male,Information Technology,6,90,15,74,Pass,A,Not Placed,0.0
ST080,17,Female,Information Technology,3,94,9,47,Pass,D,Not Placed,0.0
ST081,19,Female,Information Technology,4,67,12,56,Pass,C,Placed,3.87
ST082,19,Female,Mechanical,5,76,15,66,Pass,B,Placed,5.26
ST083,18,Male,Information Technology,4,90,10,48,Pass,D,Not Placed,0.0
ST084,17,Male,Computer Science,7,77,13,64,Pass,B,Not Placed,0.0
ST085,18,Female,Computer Science,4,74,13,60,Pass,B,Not Placed,0.0
ST086,18,Female,Information Technology,3,92,10,49,Pass,D,Not Placed,0.0
ST087,19,Male,Electronics,5,69,11,53,Pass,C,Not Placed,0.0
ST088,19,Male,Computer Science,9,79,18,81,Pass,A+,Placed,7.51
ST089,19,Male,Electronics,3,85,8,40,Pass,D,Not Placed,0.0
ST090,18,Male,Computer Science,6,76,13,58,Pass,C,Not Placed,0.0
ST091,17,Male,Information Technology,5,90,12,56,Pass,C,Placed,4.53
ST092,19,Female,Electronics,2,76,8,36,Fail,F,Not Placed,0.0
ST093,19,Male,Computer Science,5,96,12,57,Pass,C,Not Placed,0.0
ST094,19,Female,Information Technology,6,81,13,61,Pass,B,Placed,4.73
ST095,19,Male,Computer Science,5,89,13,63,Pass,B,Not Placed,0.0
ST096,18,Female,Electronics,8,89,18,85,Pass,A+,Placed,9.45
ST097,18,Female,Computer Science,4,76,11,50,Pass,C,Not Placed,0.0
ST098,18,Male,Mechanical,2,61,11,43,Pass,D,Not Placed,0.0
ST099,17,Male,Computer Science,8,86,19,91,Pass,A+,Placed,11.06
ST100,17,Male,Mechanical,4,83,8,45,Pass,D,Placed,3.02
ST101,17,Male,Information Technology,5,88,14,65,Pass,B,Placed,4.59
ST102,19,Female,Electronics,7,80,17,78,Pass,A,Placed,7.39
ST103,18,Female,Computer Science,4,78,11,51,Pass,C,Not Placed,0.0
ST104,18,Male,Mechanical,6,100,12,64,Pass,B,Placed,4.8
ST105,20,Male,Computer Science,3,67,10,39,Fail,F,Not Placed,0.0
ST106,18,Male,Computer Science,4,89,11,52,Pass,C,Not Placed,0.0
ST107,18,Female,Information Technology,3,76,8,33,Fail,F,Not Placed,0.0
ST108,19,Male,Computer Science,7,79,13,59,Pass,C,Not Placed,0.0
ST109,18,Male,Computer Science,3,79,10,41,Pass,D,Not Placed,0.0
ST110,17,Female,Mechanical,6,74,14,66,Pass,B,Not Placed,0.0
ST111,18,Female,Mechanical,8,88,17,78,Pass,A,Placed,7.0
ST112,18,Male,Information Technology,5,96,13,64,Pass,B,Placed,5.87
ST113,20,Female,Mechanical,5,87,11,51,Pass,C,Not Placed,0.0
ST114,19,Male,Information Technology,5,83,12,58,Pass,C,Not Placed,0.0
ST115,19,Male,Computer Science,4,72,12,53,Pass,C,Not Placed,0.0
ST116,19,Female,Electronics,5,87,12,64,Pass,B,Placed,4.04
ST117,19,Female,Electronics,6,100,11,58,Pass,C,Not Placed,0.0
ST118,18,Male,Mechanical,10,78,20,96,Pass,A+,Placed,9.23
ST119,19,Male,Computer Science,8,78,16,82,Pass,A+,Placed,9.31
ST120,18,Male,Electronics,7,76,17,76,Pass,A,Placed,6.94
ST121,19,Male,Computer Science,8,77,18,84,Pass,A+,Placed,7.88
ST122,19,Male,Computer Science,5,60,10,43,Pass,D,Not Placed,0.0
ST123,18,Male,Computer Science,6,86,16,70,Pass,A,Not Placed,0.0
ST124,17,Male,Mechanical,8,74,16,76,Pass,A,Placed,6.48
ST125,18,Female,Mechanical,5,66,16,66,Pass,B,Placed,4.08
ST126,18,Female,Electronics,9,90,19,95,Pass,A+,Placed,13.04
ST127,19,Female,Information Technology,5,71,11,54,Pass,C,Not Placed,0.0
ST128,19,Male,Computer Science,6,79,12,64,Pass,B,Placed,4.85
ST129,17,Female,Computer Science,6,97,15,76,Pass,A,Placed,7.5
ST130,18,Female,Computer Science,9,68,19,88,Pass,A+,Placed,8.44
ST131,18,Female,Information Technology,4,67,11,44,Pass,D,Placed,2.88
ST132,18,Female,Electronics,6,85,18,83,Pass,A+,Not Placed,0.0
ST133,17,Female,Information Technology,5,93,12,57,Pass,C,Not Placed,0.0
ST134,18,Male,Computer Science,4,66,12,52,Pass,C,Placed,4.75
ST135,20,Male,Computer Science,7,86,19,91,Pass,A+,Placed,15.49
ST136,18,Female,Computer Science,5,88,14,67,Pass,B,Not Placed,0.0
ST137,18,Female,Information Technology,6,61,11,51,Pass,C,Placed,4.4
ST138,19,Female,Mechanical,4,90,12,56,Pass,C,Not Placed,0.0
ST139,18,Male,Electronics,5,91,11,54,Pass,C,Not Placed,0.0
ST140,20,Male,Mechanical,6,79,17,72,Pass,A,Placed,7.59
ST141,20,Male,Information Technology,5,95,11,60,Pass,B,Placed,4.41
ST142,18,Female,Information Technology,3,93,16,71,Pass,A,Placed,6.07
ST143,18,Male,Computer Science,9,83,20,95,Pass,A+,Placed,29.58
ST144,18,Male,Mechanical,5,77,11,51,Pass,C,Not Placed,0.0
ST145,18,Male,Electronics,6,72,15,66,Pass,B,Placed,5.97
ST146,17,Male,Computer Science,5,82,15,68,Pass,B,Not Placed,0.0
ST147,19,Female,Information Technology,4,88,13,66,Pass,B,Not Placed,0.0
ST148,18,Female,Information Technology,5,79,14,60,Pass,B,Placed,4.45
ST149,17,Female,Electronics,5,60,16,64,Pass,B,Not Placed,0.0
ST150,18,Male,Mechanical,5,95,13,62,Pass,B,Placed,4.13
ST151,20,Female,Information Technology,5,84,12,56,Pass,C,Not Placed,0.0
ST152,18,Male,Information Technology,5,78,12,58,Pass,C,Not Placed,0.0
ST153,17,Female,Computer Science,3,91,12,57,Pass,C,Not Placed,0.0
ST154,18,Male,Computer Science,5,97,14,69,Pass,B,Not Placed,0.0
ST155,20,Male,Computer Science,3,60,10,42,Pass,D,Not Placed,0.0
ST156,18,Female,Computer Science,3,86,11,47,Pass,D,Not Placed,0.0
ST157,19,Female,Electronics,8,68,14,66,Pass,B,Not Placed,0.0
ST158,19,Male,Electronics,6,87,15,75,Pass,A,Not Placed,0.0
ST159,18,Female,Computer Science,6,83,15,66,Pass,B,Not Placed,0.0
ST160,19,Male,Mechanical,5,88,16,72,Pass,A,Placed,5.81
ST161,18,Male,Computer Science,8,77,15,73,Pass,A,Not Placed,0.0
ST162,19,Male,Computer Science,6,63,18,73,Pass,A,Placed,6.19
ST163,19,Male,Computer Science,7,77,16,74,Pass,A,Placed,6.32
ST164,18,Male,Information Technology,4,86,12,56,Pass,C,Not Placed,0.0
ST165,17,Male,Computer Science,9,92,20,94,Pass,A+,Placed,21.99
ST166,19,Male,Information Technology,7,70,17,80,Pass,A+,Placed,9.7
ST167,18,Female,Information Technology,7,92,17,84,Pass,A+,Placed,7.99
ST168,18,Male,Mechanical,3,76,10,50,Pass,C,Not Placed,0.0
ST169,17,Female,Computer Science,4,86,10,52,Pass,C,Not Placed,0.0
ST170,19,Male,Computer Science,4,77,11,52,Pass,C,Not Placed,0.0
ST171,19,Female,Computer Science,4,84,10,54,Pass,C,Not Placed,0.0
ST172,17,Male,Electronics,7,91,16,73,Pass,A,Not Placed,0.0
ST173,18,Male,Computer Science,1,70,2,14,Fail,F,Not Placed,0.0
ST174,18,Male,Mechanical,2,75,9,42,Pass,D,Not Placed,0.0
ST175,19,Male,Information Technology,4,84,11,52,Pass,C,Not Placed,0.0
ST176,18,Male,Information Technology,3,100,9,48,Pass,D,Not Placed,0.0
ST177,19,Female,Information Technology,4,73,12,50,Pass,C,Not Placed,0.0
ST178,18,Female,Computer Science,7,100,13,68,Pass,B,Not Placed,0.0
ST179,20,Female,Computer Science,5,100,17,80,Pass,A+,Not Placed,0.0
ST180,17,Female,Computer Science,0,81,5,18,Fail,F,Not Placed,0.0
ST181,18,Male,Information Technology,5,79,13,55,Pass,C,Not Placed,0.0
ST182,17,Male,Computer Science,5,75,11,51,Pass,C,Not Placed,0.0
ST183,20,Male,Computer Science,3,81,10,49,Pass,D,Not Placed,0.0
ST184,19,Male,Mechanical,6,68,17,74,Pass,A,Placed,7.55
ST185,18,Male,Computer Science,6,81,17,72,Pass,A,Not Placed,0.0
ST186,19,Male,Mechanical,6,97,16,76,Pass,A,Placed,5.28
ST187,19,Male,Electronics,6,76,16,74,Pass,A,Placed,5.13
ST188,19,Male,Computer Science,0,80,4,21,Fail,F,Not Placed,0.0
ST189,18,Female,Computer Science,9,65,16,71,Pass,A,Placed,6.51
ST190,18,Female,Computer Science,7,86,16,78,Pass,A,Placed,5.18
ST191,17,Male,Electronics,8,85,17,86,Pass,A+,Placed,8.18
ST192,19,Female,Electronics,0,83,7,29,Fail,F,Not Placed,0.0
ST193,20,Female,Electronics,8,80,18,87,Pass,A+,Placed,9.69
ST194,19,Male,Mechanical,7,79,19,82,Pass,A+,Not Placed,0.0
ST195,18,Male,Electronics,7,87,19,82,Pass,A+,Not Placed,0.0
ST196,18,Male,Computer Science,2,82,7,32,Fail,F,Not Placed,0.0
ST197,19,Female,Computer Science,6,85,11,58,Pass,C,Not Placed,0.0
ST198,19,Female,Mechanical,9,84,20,89,Pass,A+,Placed,7.72
ST199,19,Male,Computer Science,6,93,17,76,Pass,A,Placed,7.12
ST200,19,Male,Computer Science,5,89,10,51,Pass,C,Not Placed,0.0
ST201,19,Male,Electronics,8,84,20,95,Pass,A+,Placed,15.35
ST202,17,Male,Information Technology,5,97,14,63,Pass,B,Placed,4.09
ST203,18,Male,Mechanical,6,86,15,69,Pass,B,Placed,5.11
ST204,19,Female,Electronics,5,95,16,72,Pass,A,Placed,7.5
ST205,19,Female,Computer Science,8,88,20,92,Pass,A+,Placed,17.6
ST206,17,Female,Mechanical,2,64,10,39,Fail,F,Not Placed,0.0
ST207,17,Female,Computer Science,5,95,14,72,Pass,A,Placed,6.85
ST208,19,Female,Computer Science,6,83,16,70,Pass,A,Placed,7.7
ST209,17,Male,Information Technology,7,81,15,71,Pass,A,Not Placed,0.0
ST210,18,Female,Computer Science,5,85,13,65,Pass,B,Placed,5.58
ST211,18,Male,Information Technology,8,79,16,76,Pass,A,Not Placed,0.0
ST212,19,Female,Computer Science,8,84,17,86,Pass,A+,Placed,7.58
ST213,19,Male,Information Technology,2,76,7,36,Fail,F,Not Placed,0.0
ST214,18,Female,Information Technology,5,95,12,57,Pass,C,Not Placed,0.0
ST215,19,Male,Electronics,1,81,7,33,Fail,F,Not Placed,0.0
ST216,18,Male,Mechanical,4,78,11,51,Pass,C,Not Placed,0.0
ST217,18,Male,Computer Science,5,73,14,63,Pass,B,Not Placed,0.0
ST218,19,Male,Information Technology,8,85,15,77,Pass,A,Placed,7.2
ST219,19,Female,Information Technology,7,84,16,80,Pass,A+,Placed,8.51
ST220,19,Female,Computer Science,3,86,10,46,Pass,D,Not Placed,0.0
ST221,19,Male,Electronics,2,72,8,31,Fail,F,Not Placed,0.0
ST222,19,Male,Electronics,5,66,13,58,Pass,C,Not Placed,0.0
ST223,17,Male,Computer Science,5,88,10,53,Pass,C,Not Placed,0.0
ST224,18,Male,Information Technology,4,97,12,61,Pass,B,Not Placed,0.0
ST225,18,Male,Computer Science,8,72,19,86,Pass,A+,Placed,9.24
ST226,18,Female,Electronics,8,98,19,96,Pass,A+,Placed,19.38
ST227,20,Male,Computer Science,5,85,15,70,Pass,A,Placed,5.38
ST228,18,Male,Mechanical,8,82,18,88,Pass,A+,Placed,8.71
ST229,19,Male,Electronics,4,78,12,56,Pass,C,Not Placed,0.0
ST230,19,Male,Information Technology,6,68,15,62,Pass,B,Not Placed,0.0
ST231,19,Male,Information Technology,5,92,14,63,Pass,B,Placed,4.98
ST232,18,Female,Mechanical,3,74,7,35,Fail,F,Not Placed,0.0
ST233,19,Male,Information Technology,8,74,16,80,Pass,A+,Not Placed,0.0
ST234,18,Male,Computer Science,5,92,16,79,Pass,A,Placed,6.55
ST235,18,Male,Information Technology,6,63,10,52,Pass,C,Not Placed,0.0
ST236,19,Male,Mechanical,4,67,11,45,Pass,D,Not Placed,0.0
ST237,18,Male,Electronics,0,82,7,25,Fail,F,Not Placed,0.0
ST238,17,Female,Electronics,2,85,8,41,Pass,D,Not Placed,0.0
ST239,19,Female,Mechanical,5,87,12,56,Pass,C,Not Placed,0.0
ST240,18,Male,Mechanical,6,79,15,64,Pass,B,Placed,5.76
ST241,20,Male,Mechanical,4,100,11,56,Pass,C,Placed,4.79
ST242,20,Male,Computer Science,6,80,15,68,Pass,B,Placed,4.91
ST243,20,Male,Information Technology,6,80,13,58,Pass,C,Not Placed,0.0
ST244,18,Female,Electronics,6,74,17,73,Pass,A,Not Placed,0.0
ST245,17,Female,Electronics,5,83,16,74,Pass,A,Not Placed,0.0
ST246,20,Male,Electronics,8,88,18,91,Pass,A+,Placed,18.57
ST247,18,Male,Computer Science,5,94,10,54,Pass,C,Not Placed,0.0
ST248,20,Male,Electronics,5,67,12,49,Pass,D,Not Placed,0.0
ST249,20,Female,Electronics,3,80,9,46,Pass,D,Not Placed,0.0
ST250,19,Female,Computer Science,4,86,12,60,Pass,B,Not Placed,0.0
ST251,18,Male,Information Technology,1,88,5,26,Fail,F,Not Placed,0.0
ST252,18,Male,Computer Science,6,82,13,59,Pass,C,Not Placed,0.0
ST253,19,Female,Computer Science,4,87,12,54,Pass,C,Not Placed,0.0
ST254,18,Male,Computer Science,4,74,13,58,Pass,C,Placed,4.03
ST255,18,Male,Information Technology,7,98,15,73,Pass,A,Placed,6.56
ST256,19,Male,Information Technology,4,92,9,44,Pass,D,Not Placed,0.0
ST257,20,Female,Electronics,4,69,18,72,Pass,A,Placed,7.85
ST258,19,Male,Electronics,3,71,11,44,Pass,D,Not Placed,0.0
ST259,19,Male,Mechanical,7,72,16,70,Pass,A,Placed,6.95
ST260,17,Female,Computer Science,3,89,12,60,Pass,B,Placed,4.55
ST261,19,Male,Computer Science,5,69,13,57,Pass,C,Not Placed,0.0
ST262,20,Male,Mechanical,5,79,15,66,Pass,B,Placed,5.06
ST263,17,Male,Computer Science,6,87,15,74,Pass,A,Placed,6.88
ST264,18,Male,Mechanical,6,81,15,65,Pass,B,Placed,5.28
ST265,19,Female,Mechanical,7,85,16,71,Pass,A,Not Placed,0.0
ST266,19,Male,Information Technology,1,71,4,24,Fail,F,Not Placed,0.0
ST267,19,Male,Mechanical,4,88,15,70,Pass,A,Placed,6.76
ST268,19,Male,Computer Science,4,76,10,46,Pass,D,Not Placed,0.0
ST269,18,Female,Computer Science,3,79,7,33,Fail,F,Not Placed,0.0
ST270,18,Female,Electronics,4,84,11,48,Pass,D,Not Placed,0.0
ST271,19,Male,Information Technology,4,83,9,48,Pass,D,Not Placed,0.0
ST272,19,Male,Mechanical,5,82,13,61,Pass,B,Not Placed,0.0
ST273,19,Female,Computer Science,6,74,16,74,Pass,A,Placed,5.53
ST274,20,Male,Information Technology,4,79,13,57,Pass,C,Placed,3.07
ST275,18,Female,Information Technology,6,82,16,72,Pass,A,Placed,6.01
ST276,18,Female,Electronics,4,68,11,50,Pass,C,Not Placed,0.0
ST277,19,Female,Computer Science,4,77,11,50,Pass,C,Not Placed,0.0
ST278,19,Male,Information Technology,5,86,14,68,Pass,B,Not Placed,0.0
ST279,19,Male,Mechanical,1,69,3,17,Fail,F,Not Placed,0.0
ST280,19,Female,Computer Science,2,94,9,40,Pass,D,Not Placed,0.0
ST281,19,Male,Mechanical,5,95,10,53,Pass,C,Not Placed,0.0
ST282,18,Male,Information Technology,8,70,20,92,Pass,A+,Placed,17.98
ST283,18,Female,Electronics,6,96,14,72,Pass,A,Placed,5.19
ST284,17,Female,Electronics,2,81,8,34,Fail,F,Not Placed,0.0
ST285,19,Male,Computer Science,7,86,15,74,Pass,A,Placed,7.44
ST286,17,Male,Information Technology,6,77,13,59,Pass,C,Placed,3.69
ST287,18,Male,Mechanical,6,91,19,86,Pass,A+,Placed,9.74
ST288,18,Female,Information Technology,7,86,18,80,Pass,A+,Placed,7.46
ST289,18,Female,Mechanical,5,74,10,48,Pass,D,Not Placed,0.0
ST290,19,Male,Information Technology,3,70,13,54,Pass,C,Placed,3.11
ST291,17,Male,Computer Science,5,67,15,66,Pass,B,Placed,4.96
ST292,17,Female,Information Technology,5,84,12,57,Pass,C,Not Placed,0.0
ST293,19,Male,Mechanical,5,88,14,61,Pass,B,Placed,4.38
ST294,18,Male,Computer Science,5,89,13,65,Pass,B,Placed,5.87
ST295,17,Female,Mechanical,8,81,20,94,Pass,A+,Placed,9.22
ST296,18,Male,Mechanical,8,70,16,70,Pass,A,Placed,6.24
ST297,19,Female,Information Technology,8,75,18,82,Pass,A+,Placed,9.78
ST298,18,Male,Computer Science,7,94,15,75,Pass,A,Placed,6.15
ST299,19,Male,Electronics,8,77,15,71,Pass,A,Not Placed,0.0
ST300,17,Female,Computer Science,2,83,13,60,Pass,B,Placed,4.19
ST301,17,Male,Electronics,4,71,9,38,Fail,F,Not Placed,0.0
ST302,18,Female,Information Technology,5,85,13,61,Pass,B,Not Placed,0.0
ST303,18,Male,Information Technology,7,77,13,62,Pass,B,Not Placed,0.0
ST304,19,Male,Electronics,5,92,12,61,Pass,B,Placed,4.61
ST305,19,Male,Information Technology,6,90,15,72,Pass,A,Placed,6.49
ST306,20,Male,Information Technology,3,77,8,35,Fail,F,Not Placed,0.0
ST307,18,Male,Information Technology,4,81,13,62,Pass,B,Placed,4.37
ST308,18,Male,Information Technology,6,76,14,63,Pass,B,Not Placed,0.0
ST309,19,Male,Information Technology,3,68,12,55,Pass,C,Not Placed,0.0
ST310,18,Male,Mechanical,4,73,14,59,Pass,C,Not Placed,0.0
ST311,18,Female,Information Technology,4,84,10,46,Pass,D,Not Placed,0.0
ST312,17,Female,Information Technology,4,85,12,58,Pass,C,Not Placed,0.0
ST313,17,Female,Electronics,6,83,15,75,Pass,A,Placed,6.4
ST314,20,Male,Computer Science,4,79,13,59,Pass,C,Not Placed,0.0
ST315,19,Male,Computer Science,5,91,13,68,Pass,B,Placed,5.67
ST316,19,Female,Mechanical,2,83,9,46,Pass,D,Not Placed,0.0
ST317,18,Male,Electronics,7,89,16,78,Pass,A,Not Placed,0.0
ST318,18,Male,Information Technology,4,64,12,53,Pass,C,Not Placed,0.0
ST319,18,Female,Electronics,6,60,17,72,Pass,A,Placed,7.62
ST320,18,Female,Computer Science,6,85,16,71,Pass,A,Placed,5.15
ST321,18,Male,Electronics,3,68,11,44,Pass,D,Not Placed,0.0
ST322,19,Male,Information Technology,8,80,19,84,Pass,A+,Placed,7.48
ST323,19,Female,Information Technology,6,79,14,61,Pass,B,Placed,4.55
ST324,18,Male,Information Technology,5,98,14,68,Pass,B,Not Placed,0.0
ST325,20,Female,Computer Science,3,86,8,38,Fail,F,Not Placed,0.0
ST326,19,Female,Computer Science,8,84,20,97,Pass,A+,Placed,21.49
ST327,19,Female,Mechanical,7,90,11,56,Pass,C,Not Placed,0.0
ST328,19,Male,Information Technology,3,86,10,42,Pass,D,Placed,2.54
ST329,18,Male,Information Technology,4,77,14,58,Pass,C,Not Placed,0.0
ST330,18,Female,Computer Science,7,93,13,68,Pass,B,Placed,5.69
ST331,18,Female,Computer Science,6,71,15,63,Pass,B,Placed,5.43
ST332,19,Female,Electronics,7,85,15,77,Pass,A,Placed,5.3
ST333,17,Male,Information Technology,5,67,12,55,Pass,C,Placed,4.25
ST334,17,Male,Information Technology,6,84,16,79,Pass,A,Placed,5.34
ST335,17,Female,Computer Science,4,84,12,57,Pass,C,Not Placed,0.0
ST336,17,Female,Electronics,3,99,6,42,Pass,D,Not Placed,0.0
ST337,19,Female,Computer Science,6,66,13,56,Pass,C,Not Placed,0.0
ST338,19,Female,Computer Science,9,76,20,87,Pass,A+,Not Placed,0.0
ST339,18,Male,Information Technology,4,90,12,60,Pass,B,Not Placed,0.0
ST340,17,Female,Computer Science,5,85,16,77,Pass,A,Not Placed,0.0
ST341,18,Female,Computer Science,6,84,18,80,Pass,A+,Placed,7.77
ST342,18,Male,Electronics,5,72,12,51,Pass,C,Not Placed,0.0
ST343,18,Female,Electronics,7,76,20,90,Pass,A+,Placed,12.74
ST344,18,Male,Mechanical,7,94,16,82,Pass,A+,Placed,7.52
ST345,18,Male,Information Technology,2,81,6,34,Fail,F,Not Placed,0.0
ST346,19,Female,Computer Science,10,86,20,94,Pass,A+,Placed,21.94
ST347,19,Male,Computer Science,7,81,12,66,Pass,B,Not Placed,0.0
ST348,17,Male,Mechanical,7,70,19,87,Pass,A+,Placed,8.69
ST349,18,Male,Information Technology,6,91,18,84,Pass,A+,Placed,7.53
ST350,19,Male,Electronics,7,87,14,69,Pass,B,Placed,5.98
ST351,18,Male,Computer Science,3,100,9,44,Pass,D,Not Placed,0.0
ST352,19,Male,Information Technology,4,72,12,57,Pass,C,Not Placed,0.0
ST353,19,Female,Computer Science,8,90,16,82,Pass,A+,Placed,8.27
ST354,18,Male,Information Technology,3,69,6,25,Fail,F,Not Placed,0.0
ST355,17,Male,Mechanical,2,84,8,33,Fail,F,Not Placed,0.0
ST356,19,Male,Mechanical,7,92,16,77,Pass,A,Placed,5.29
ST357,17,Female,Information Technology,7,61,15,72,Pass,A,Not Placed,0.0
ST358,19,Male,Information Technology,3,80,10,44,Pass,D,Placed,2.18
ST359,20,Female,Mechanical,7,76,19,90,Pass,A+,Placed,21.26
ST360,19,Female,Electronics,6,75,14,69,Pass,B,Placed,5.96
ST361,18,Female,Computer Science,5,86,13,63,Pass,B,Placed,5.14
ST362,19,Male,Information Technology,7,93,18,88,Pass,A+,Placed,9.85
ST363,18,Female,Computer Science,5,81,14,64,Pass,B,Placed,4.89
ST364,18,Male,Information Technology,3,84,9,48,Pass,D,Not Placed,0.0
ST365,20,Female,Information Technology,4,83,12,51,Pass,C,Not Placed,0.0
